Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall
2022-07-07,Chennai,69,15.3,18.7,6.8,5.8,0.76,46.0,30.2,73.5,7.8,6.4
2022-07-07,Kolkata,234,61.1,114.7,42.9,12.8,1.68,38.4,25.6,63.9,12.4,0.0
2022-07-07,Jaipur,172,36.5,72.8,36.5,10.2,1.67,44.8,32.4,89.4,10.1,0.0
2022-07-07,Lucknow,115,23.8,39.3,29.1,3.6,1.54,13.7,30.2,82.4,13.4,0.0
2022-07-07,Hyderabad,156,24.8,53.8,41.2,12.7,1.81,56.3,30.9,93.4,9.3,0.0
2022-07-07,Pune,80,12.4,21.0,17.4,4.8,1.06,44.9,30.0,73.9,10.1,7.8
2022-07-07,Ahmedabad,55,10.0,20.7,14.7,6.8,0.3,28.8,22.4,75.4,12.4,5.3
2022-07-07,Visakhapatnam,136,28.7,58.6,32.1,15.7,1.18,23.1,25.4,81.6,11.5,0.6
2022-07-08,Delhi,92,21.9,43.2,11.1,4.5,0.89,32.0,25.8,88.1,10.4,6.1
2022-07-08,Mumbai,90,16.1,38.8,22.6,6.2,0.85,30.8,26.0,81.1,13.0,6.1
2022-07-08,Bangalore,132,17.6,45.9,40.9,11.1,1.64,39.6,27.4,100.0,12.8,0.0
2022-07-08,Chennai,157,27.9,60.4,39.6,11.6,2.01,26.7,25.4,91.4,13.3,0.0
2022-07-08,Kolkata,183,47.8,81.5,35.1,4.3,1.15,59.3,22.0,81.2,10.5,0.9
2022-07-08,Jaipur,74,10.3,23.8,16.9,5.3,0.7,56.2,24.6,83.8,14.6,4.2
2022-07-08,Lucknow,106,23.0,41.8,17.3,6.8,0.91,53.7,26.7,84.8,8.3,7.3
2022-07-08,Hyderabad,129,10.0,42.7,40.8,4.5,2.13,52.0,31.7,63.8,8.6,0.0
2022-07-08,Pune,81,10.0,35.5,16.2,3.7,0.93,52.1,24.3,100.0,10.2,7.9
2022-07-08,Ahmedabad,57,10.0,12.5,10.1,6.6,0.89,24.6,28.3,94.1,13.4,6.3
2022-07-08,Visakhapatnam,123,24.2,41.9,29.4,11.3,1.41,31.5,28.6,80.2,11.0,0.6
2022-07-09,Delhi,127,29.0,60.5,20.2,3.6,1.22,38.9,27.9,83.1,12.7,4.6
2022-07-09,Mumbai,103,15.0,41.6,17.1,4.9,1.68,34.5,27.5,97.3,13.8,0.0
2022-07-09,Bangalore,56,12.6,7.9,18.7,4.3,0.44,27.4,31.1,93.9,11.5,1.8
2022-07-09,Chennai,64,10.0,13.8,18.0,6.1,0.68,39.6,29.2,85.5,11.5,2.1
2022-07-09,Kolkata,98,18.3,46.4,20.2,7.3,0.79,41.1,26.4,72.7,8.6,4.7
2022-07-09,Jaipur,84,23.8,30.4,14.5,5.9,0.56,26.2,24.5,80.6,10.8,6.0
2022-07-09,Lucknow,98,10.0,20.2,48.8,9.4,0.99,32.8,31.7,90.7,12.2,0.0
2022-07-09,Hyderabad,140,29.8,44.7,29.4,8.6,1.4,58.9,31.0,74.2,11.4,0.0
2022-07-09,Pune,154,31.5,65.9,37.3,3.1,1.73,26.7,30.7,85.2,8.6,0.0
2022-07-09,Ahmedabad,176,36.8,67.9,38.6,14.5,1.79,45.4,35.9,82.0,12.6,0.0
2022-07-09,Visakhapatnam,131,24.8,41.4,31.3,9.3,1.56,42.6,30.4,84.8,11.7,0.5
2022-07-10,Delhi,127,33.7,61.8,16.1,3.1,1.26,23.0,28.4,78.3,14.4,2.9
2022-07-10,Mumbai,65,10.0,11.3,20.5,3.2,0.63,48.4,23.9,100.0,15.0,5.2
2022-07-10,Bangalore,85,12.7,24.6,18.6,6.4,1.1,47.7,28.5,86.8,15.0,0.0
2022-07-10,Chennai,130,18.0,32.1,32.1,13.6,2.28,33.2,29.3,85.9,12.0,0.0
2022-07-10,Kolkata,157,35.5,63.5,19.2,6.8,1.69,66.2,32.0,84.6,13.6,0.0
2022-07-10,Jaipur,46,10.6,8.1,6.5,5.3,0.5,30.0,31.3,78.3,12.5,6.3
2022-07-10,Lucknow,211,56.5,95.2,42.6,9.7,1.63,26.1,31.5,71.0,11.4,0.0
2022-07-10,Hyderabad,51,10.5,8.1,15.8,6.9,0.61,10.0,26.3,85.3,13.4,7.0
2022-07-10,Pune,73,12.7,28.5,11.3,5.7,0.62,53.7,22.5,84.3,14.4,6.5
2022-07-10,Ahmedabad,135,19.4,46.2,43.7,10.7,1.4,49.3,28.0,76.9,14.0,0.3
2022-07-10,Visakhapatnam,70,10.0,21.6,10.6,5.7,0.98,47.4,30.3,84.6,13.4,4.8
2022-07-11,Delhi,121,23.0,44.7,10.4,14.3,1.93,36.4,23.9,87.6,9.6,0.0
2022-07-11,Mumbai,78,12.0,20.3,19.6,2.7,0.85,53.0,28.7,82.0,9.7,1.1
2022-07-11,Bangalore,75,10.0,13.6,10.5,6.1,1.45,42.9,29.1,76.0,9.4,6.9
2022-07-11,Chennai,75,12.8,19.5,22.0,7.8,0.95,19.5,32.1,81.5,12.7,7.8
2022-07-11,Kolkata,204,50.1,108.9,37.6,9.9,1.24,48.5,30.6,72.3,13.8,0.6
2022-07-11,Jaipur,163,43.1,66.2,24.7,8.3,1.95,10.0,32.2,88.6,10.5,0.0
2022-07-11,Lucknow,75,17.0,18.7,15.5,5.7,0.69,36.9,25.1,79.3,12.9,5.9
2022-07-11,Hyderabad,70,15.4,14.1,20.4,2.7,0.84,20.2,30.9,88.3,13.1,4.0
2022-07-11,Pune,137,23.8,21.8,44.9,2.8,2.08,40.8,25.8,84.6,10.0,0.0
2022-07-11,Ahmedabad,121,25.8,41.5,21.8,7.9,1.23,53.3,30.9,88.3,11.9,0.0
2022-07-11,Visakhapatnam,63,10.0,21.0,17.5,4.6,0.74,21.9,27.1,83.9,13.3,4.7
2022-07-12,Delhi,60,10.0,28.0,15.4,7.1,0.3,31.5,28.3,91.6,9.8,6.9
2022-07-12,Mumbai,70,10.0,18.6,20.2,9.0,0.9,25.9,26.0,87.2,11.0,7.9
2022-07-12,Bangalore,108,17.3,33.8,26.6,9.6,1.48,33.4,29.4,82.3,13.2,0.0
2022-07-12,Chennai,51,10.0,6.5,16.3,6.3,0.32,35.3,28.5,100.0,12.1,6.9
2022-07-12,Kolkata,195,45.0,110.2,30.7,5.3,1.59,46.3,26.0,83.2,10.4,0.0
2022-07-12,Jaipur,68,10.0,33.2,18.6,4.4,0.65,23.8,24.0,82.8,12.4,3.6
2022-07-12,Lucknow,61,10.0,8.9,10.9,5.6,0.83,46.4,37.4,80.2,9.6,1.0
2022-07-12,Hyderabad,128,11.9,33.0,33.0,13.0,2.32,50.6,29.9,74.5,12.5,0.0
2022-07-12,Pune,59,10.0,20.0,13.7,4.3,0.38,47.5,28.5,91.7,13.2,5.7
2022-07-12,Ahmedabad,128,29.4,59.3,24.6,9.5,0.97,34.4,27.9,78.5,10.1,0.3
2022-07-12,Visakhapatnam,143,27.3,49.9,42.0,9.3,1.17,54.5,26.5,100.0,12.0,0.0
2022-07-13,Delhi,169,43.1,68.2,36.3,7.8,1.5,25.8,29.3,99.8,12.2,0.3
2022-07-13,Mumbai,72,10.6,17.6,20.5,4.3,0.78,44.8,32.2,100.0,9.7,2.7
2022-07-13,Bangalore,61,10.0,16.1,12.0,4.1,0.8,35.9,26.8,78.6,11.4,4.5
2022-07-13,Chennai,142,24.3,59.9,52.2,3.7,1.47,10.0,28.3,84.5,10.7,0.0
2022-07-13,Kolkata,92,16.9,11.2,5.0,6.8,2.29,26.3,18.4,88.0,9.8,0.1
2022-07-13,Jaipur,132,32.8,53.1,13.8,10.8,1.2,55.6,24.7,82.7,10.9,0.0
2022-07-13,Lucknow,166,44.8,83.0,12.5,5.2,1.5,51.8,26.1,79.2,15.7,0.0
2022-07-13,Hyderabad,120,10.0,24.4,27.6,8.2,2.91,30.9,33.9,73.3,8.7,0.0
2022-07-13,Pune,111,21.4,34.7,33.3,10.8,0.94,37.1,31.4,94.8,10.8,0.0
2022-07-13,Ahmedabad,168,47.1,92.2,11.7,5.9,1.21,51.7,34.8,90.3,10.7,0.0
2022-07-13,Visakhapatnam,117,19.6,29.4,37.0,7.0,1.45,37.7,28.9,87.5,12.2,0.0
2022-07-14,Delhi,69,13.0,4.9,13.9,5.1,0.8,59.6,24.5,70.0,12.6,3.0
2022-07-14,Mumbai,50,10.0,11.0,10.1,5.0,0.5,31.7,31.3,72.0,13.9,6.4
2022-07-14,Bangalore,100,20.6,41.5,20.5,3.9,0.52,66.1,25.3,98.4,14.2,0.0
2022-07-14,Chennai,73,10.0,55.4,5.0,6.1,0.35,57.7,29.7,80.3,13.1,6.4
2022-07-14,Kolkata,97,20.9,49.6,21.4,4.8,0.6,32.4,29.0,100.0,12.9,2.3
2022-07-14,Jaipur,149,35.3,55.5,6.2,13.2,2.03,53.6,31.9,86.0,14.1,0.0
2022-07-14,Lucknow,129,37.7,58.1,22.1,14.7,0.3,42.2,34.7,81.8,12.9,0.0
2022-07-14,Hyderabad,166,38.5,76.1,23.9,10.3,1.86,31.2,20.5,90.0,9.1,0.0
2022-07-14,Pune,129,23.6,53.6,38.6,13.9,1.06,25.8,25.3,81.3,12.6,0.0
2022-07-14,Ahmedabad,120,28.2,34.1,28.9,16.9,1.03,30.6,25.1,81.3,14.6,0.0
2022-07-14,Visakhapatnam,67,12.5,22.2,8.6,2.4,0.4,73.1,26.0,84.7,15.0,1.4
2022-07-15,Delhi,112,21.1,34.4,25.6,11.8,1.1,51.4,27.1,91.1,12.4,0.7
2022-07-15,Mumbai,141,24.9,48.7,42.9,9.3,1.46,39.1,25.1,92.5,11.6,0.0
2022-07-15,Bangalore,139,25.4,47.2,24.6,8.6,1.95,50.8,28.5,76.9,14.9,0.3
2022-07-15,Chennai,59,12.3,12.4,12.3,6.8,0.57,35.7,32.0,83.9,10.0,4.1
2022-07-15,Kolkata,54,12.4,0.3,16.1,5.3,0.57,28.3,22.9,85.3,11.8,4.7
2022-07-15,Jaipur,90,18.4,48.2,15.9,3.2,0.9,21.8,28.4,80.0,10.9,2.0
2022-07-15,Lucknow,85,19.1,38.3,11.7,4.3,0.65,44.5,26.6,99.5,10.0,2.3
2022-07-15,Hyderabad,83,14.4,20.0,18.3,5.4,0.99,48.6,24.0,73.9,9.9,3.3
2022-07-15,Pune,85,12.7,27.7,20.8,13.0,1.01,29.6,24.7,89.6,12.6,0.0
2022-07-15,Ahmedabad,197,48.5,78.3,46.1,5.9,1.47,53.0,26.5,72.2,14.3,0.2
2022-07-15,Visakhapatnam,115,15.5,22.6,53.8,8.1,1.14,38.0,32.8,73.5,11.9,0.8
2022-07-16,Delhi,65,13.5,27.4,12.0,5.8,0.3,43.9,27.5,83.2,9.6,1.2
2022-07-16,Mumbai,57,16.1,10.9,14.7,3.0,0.34,27.1,21.5,92.2,12.9,6.6
2022-07-16,Bangalore,65,10.0,25.1,16.9,4.3,0.39,46.7,28.7,100.0,17.2,2.6
2022-07-16,Chennai,133,21.3,36.5,39.8,9.5,1.68,43.1,28.5,85.9,9.8,0.0
2022-07-16,Kolkata,88,16.5,23.8,12.6,5.0,1.23,49.9,32.0,89.6,15.0,4.2
2022-07-16,Jaipur,122,22.5,26.5,21.5,12.6,1.74,56.8,27.1,86.4,13.7,0.0
2022-07-16,Lucknow,104,25.4,61.4,15.5,4.6,0.69,24.7,34.8,87.9,10.4,7.0
2022-07-16,Hyderabad,120,23.0,47.9,40.3,7.0,0.93,24.0,27.8,75.1,14.0,0.0
2022-07-16,Pune,99,10.0,27.0,33.5,8.9,1.46,36.3,26.4,86.9,8.3,0.0
2022-07-16,Ahmedabad,192,56.8,101.3,29.6,10.5,0.94,28.7,29.0,79.8,14.1,0.0
2022-07-16,Visakhapatnam,80,10.7,24.0,25.2,4.7,0.9,40.9,29.8,100.0,9.5,4.1
2022-07-17,Delhi,189,58.7,80.6,16.5,9.9,1.76,27.6,26.9,78.6,9.6,0.0
2022-07-17,Mumbai,75,17.7,29.1,11.9,4.7,0.47,43.3,30.7,67.2,13.9,1.5
2022-07-17,Bangalore,86,19.9,34.0,11.7,7.5,0.7,41.5,28.3,82.0,9.0,4.7
2022-07-17,Chennai,79,13.0,19.3,20.5,7.3,0.87,43.4,28.3,78.9,9.2,7.6
2022-07-17,Kolkata,173,32.9,79.4,28.4,11.6,2.06,50.6,25.7,97.0,9.7,0.0
2022-07-17,Jaipur,101,18.7,52.5,20.3,4.9,1.09,22.5,26.1,89.7,12.9,1.2
2022-07-17,Lucknow,182,46.2,80.5,24.6,8.0,1.78,44.5,28.3,76.3,13.7,0.0
2022-07-17,Hyderabad,106,16.5,32.9,21.5,10.5,1.77,23.1,30.8,85.1,11.6,0.0
2022-07-17,Pune,62,11.7,-3.3,19.3,5.9,1.27,10.0,23.6,79.2,15.6,0.7
2022-07-17,Ahmedabad,105,24.0,41.1,17.0,4.9,0.98,45.1,30.1,77.5,10.6,7.0
2022-07-17,Visakhapatnam,70,10.0,11.1,17.0,6.7,0.65,68.2,31.4,77.8,10.7,2.5
2022-07-18,Delhi,140,36.0,46.4,34.5,8.6,0.99,37.5,32.9,100.0,11.7,0.0
2022-07-18,Mumbai,200,49.4,100.8,35.5,10.4,1.46,44.0,27.6,70.2,14.8,0.0
2022-07-18,Bangalore,99,21.1,26.4,26.3,9.9,1.15,17.5,24.9,88.7,12.2,0.0
2022-07-18,Chennai,64,10.0,16.3,13.0,5.9,1.0,26.2,27.2,93.3,12.6,4.1
2022-07-18,Kolkata,163,31.5,48.7,44.0,10.3,2.32,16.7,27.7,84.1,13.0,0.0
2022-07-18,Jaipur,201,53.4,97.3,26.5,9.4,1.65,47.2,28.7,75.4,11.2,0.0
2022-07-18,Lucknow,119,28.3,50.1,16.5,6.1,1.17,41.3,26.4,73.6,11.9,4.4
2022-07-18,Hyderabad,112,18.8,37.5,13.2,14.7,1.74,42.9,22.7,90.6,10.1,0.0
2022-07-18,Pune,131,19.2,32.3,39.8,7.4,1.93,41.5,28.9,100.0,11.3,0.0
2022-07-18,Ahmedabad,83,13.4,23.8,19.7,5.2,0.88,52.8,30.1,100.0,13.6,6.4
2022-07-18,Visakhapatnam,123,27.4,53.8,15.6,8.8,1.46,31.3,36.6,92.8,12.9,0.0
2022-07-19,Delhi,130,25.7,44.8,41.8,14.1,1.15,21.9,28.9,96.2,10.2,0.0
2022-07-19,Mumbai,96,10.0,11.9,33.1,8.3,1.8,30.7,29.9,90.2,11.1,0.0
2022-07-19,Bangalore,110,16.4,25.3,31.0,9.4,1.77,26.4,29.0,75.3,11.8,0.0
2022-07-19,Chennai,62,10.0,17.5,26.8,6.0,0.3,26.8,26.0,87.7,14.3,1.9
2022-07-19,Kolkata,102,19.5,37.1,24.1,5.4,0.8,57.7,30.1,72.8,10.6,2.0
2022-07-19,Jaipur,104,26.2,38.1,21.2,4.6,0.67,45.3,27.5,61.9,17.2,0.0
2022-07-19,Lucknow,221,60.0,79.0,45.2,13.2,1.93,36.3,26.0,81.3,11.8,0.0
2022-07-19,Hyderabad,67,10.0,16.9,15.4,2.9,1.07,30.6,28.7,94.0,9.6,5.3
2022-07-19,Pune,100,12.5,28.9,32.8,12.4,1.29,30.8,29.7,100.0,8.9,0.0
2022-07-19,Ahmedabad,58,16.5,8.2,15.5,4.6,0.41,23.4,31.4,80.3,12.1,4.7
2022-07-19,Visakhapatnam,53,10.0,-0.7,7.7,4.9,0.79,49.2,26.6,71.1,13.5,5.1
2022-07-20,Delhi,120,18.0,39.1,23.4,13.0,1.96,32.5,26.9,99.2,13.6,0.0
2022-07-20,Mumbai,97,18.4,42.0,20.6,6.1,1.08,27.2,26.5,89.1,13.9,3.9
2022-07-20,Bangalore,131,33.7,43.5,25.7,12.3,1.32,20.2,25.8,79.8,10.8,0.0
2022-07-20,Chennai,51,10.0,19.1,6.8,4.8,0.3,44.5,26.9,100.0,12.1,4.3
2022-07-20,Kolkata,64,10.6,14.4,5.0,5.6,0.68,69.0,29.5,78.2,10.2,6.9
2022-07-20,Jaipur,129,33.5,64.4,17.3,11.6,0.95,27.1,25.9,72.0,12.7,0.0
2022-07-20,Lucknow,147,35.4,59.9,40.8,12.5,0.6,45.2,26.8,88.5,11.2,0.0
2022-07-20,Hyderabad,60,12.9,14.2,16.4,2.9,0.59,26.4,25.5,100.0,12.8,1.7
2022-07-20,Pune,110,18.0,30.1,33.6,12.4,0.97,54.1,23.7,83.4,10.8,0.0
2022-07-20,Ahmedabad,58,10.0,12.6,18.2,5.3,0.59,27.9,28.8,90.8,6.4,2.3
2022-07-20,Visakhapatnam,74,10.0,21.1,12.8,5.8,1.01,52.6,26.8,81.8,16.9,0.0
2022-07-21,Delhi,108,25.4,53.2,18.0,4.0,0.63,50.4,32.8,78.5,14.8,3.0
2022-07-21,Mumbai,77,17.0,26.8,19.2,5.7,0.72,18.8,33.8,100.0,9.3,1.5
2022-07-21,Bangalore,68,10.0,23.4,15.7,6.2,0.76,35.9,25.7,69.9,11.4,5.7
2022-07-21,Chennai,62,10.7,25.8,21.7,5.7,0.31,23.1,23.0,84.5,11.8,5.1
2022-07-21,Kolkata,74,12.5,35.4,6.7,6.0,0.69,51.7,28.2,81.7,12.6,1.1
2022-07-21,Jaipur,91,23.6,50.1,5.0,5.4,0.83,27.2,27.4,88.4,12.7,3.6
2022-07-21,Lucknow,105,24.6,64.6,10.4,4.6,0.7,38.0,26.7,100.0,7.9,5.4
2022-07-21,Hyderabad,147,28.7,63.0,36.0,11.4,1.23,45.7,26.6,76.3,11.3,0.0
2022-07-21,Pune,77,10.0,33.2,25.9,4.8,0.54,39.5,31.3,93.4,13.2,6.5
2022-07-21,Ahmedabad,71,17.9,38.7,8.2,5.2,0.64,10.3,28.1,87.2,12.3,7.8
2022-07-21,Visakhapatnam,77,10.0,18.0,23.3,12.4,0.98,29.7,28.3,90.7,12.3,0.0
2022-07-22,Delhi,207,64.7,114.5,20.6,5.8,0.77,60.7,28.6,83.7,14.8,0.0
2022-07-22,Mumbai,73,10.0,22.6,19.3,7.1,0.73,45.4,30.4,89.8,11.6,4.3
2022-07-22,Bangalore,113,16.1,37.2,40.1,9.4,1.38,21.2,23.9,86.8,9.6,0.0
2022-07-22,Chennai,97,12.9,45.8,24.6,6.9,0.95,43.3,26.8,85.0,12.7,5.1
2022-07-22,Kolkata,74,12.7,20.0,13.8,3.4,0.97,45.0,30.5,92.6,11.7,1.4
2022-07-22,Jaipur,80,14.9,20.2,19.2,10.0,1.08,21.1,28.6,97.7,14.8,0.0
2022-07-22,Lucknow,87,19.1,25.5,11.6,3.9,0.89,58.0,27.5,83.6,13.8,7.1
2022-07-22,Hyderabad,71,11.7,22.5,17.9,6.5,0.51,50.9,29.4,100.0,10.0,7.8
2022-07-22,Pune,85,14.0,24.4,13.0,5.1,0.89,72.6,29.9,82.8,13.0,3.8
2022-07-22,Ahmedabad,72,10.0,10.0,23.8,4.8,0.95,41.5,28.1,66.5,12.4,6.5
2022-07-22,Visakhapatnam,174,40.2,74.8,15.9,13.3,2.33,35.7,29.3,95.0,10.7,0.8
2022-07-23,Delhi,159,49.3,89.7,14.4,4.4,0.71,44.2,26.6,82.7,13.7,6.8
2022-07-23,Mumbai,129,24.0,50.8,33.7,7.8,1.17,46.9,30.2,90.1,12.0,0.0
2022-07-23,Bangalore,80,10.0,23.1,16.5,4.3,0.67,84.9,27.7,88.2,10.3,3.1
2022-07-23,Chennai,57,10.0,12.6,5.7,3.8,0.85,41.1,21.4,91.8,13.2,5.4
2022-07-23,Kolkata,99,18.2,23.1,23.2,16.7,1.03,43.6,28.6,84.1,12.6,0.0
2022-07-23,Jaipur,110,14.9,28.6,18.2,11.0,2.1,40.7,23.5,95.2,11.3,0.0
2022-07-23,Lucknow,134,31.5,82.1,19.0,7.2,0.67,48.1,26.1,68.1,13.0,7.8
2022-07-23,Hyderabad,141,17.1,27.0,43.6,7.4,2.43,50.2,31.4,84.8,14.1,0.0
2022-07-23,Pune,79,12.4,22.9,9.3,4.6,1.17,52.8,31.7,88.8,13.0,2.1
2022-07-23,Ahmedabad,114,14.3,21.1,27.4,12.9,2.08,40.9,27.2,100.0,14.6,0.0
2022-07-23,Visakhapatnam,122,22.2,43.4,41.0,9.5,0.82,43.9,31.1,77.9,14.3,0.4
2022-07-24,Delhi,219,54.8,110.1,33.9,8.3,1.6,61.7,24.9,97.4,12.3,0.8
2022-07-24,Mumbai,75,15.3,26.2,14.2,3.7,0.78,33.6,26.5,71.9,12.0,5.5
2022-07-24,Bangalore,50,10.0,14.0,13.3,4.3,0.6,11.1,27.0,79.3,13.8,6.2
2022-07-24,Chennai,132,25.8,55.9,16.4,14.4,1.65,41.1,25.0,73.7,9.4,0.1
2022-07-24,Kolkata,59,10.0,3.4,18.4,4.9,0.74,36.0,24.3,73.5,10.3,2.4
2022-07-24,Jaipur,170,46.5,92.7,21.2,8.5,0.75,60.2,26.0,87.3,10.6,0.0
2022-07-24,Lucknow,204,56.6,103.0,24.5,6.4,2.02,17.1,30.3,97.4,12.2,0.0
2022-07-24,Hyderabad,112,16.3,40.8,17.9,12.3,1.45,61.1,25.7,85.6,14.3,0.0
2022-07-24,Pune,107,15.2,29.1,25.6,11.8,1.71,31.4,30.2,81.5,12.7,0.0
2022-07-24,Ahmedabad,100,10.0,42.3,22.6,12.0,1.26,50.9,27.7,66.0,12.4,0.3
2022-07-24,Visakhapatnam,86,15.4,39.9,22.0,3.5,0.41,54.2,30.4,92.4,14.2,2.2
2022-07-25,Delhi,92,18.5,34.2,21.1,4.9,0.71,47.5,30.5,82.4,11.0,4.5
2022-07-25,Mumbai,123,24.3,38.9,22.3,7.7,1.95,22.3,25.5,75.8,11.9,0.0
2022-07-25,Bangalore,84,10.8,28.1,20.9,4.3,0.97,52.2,30.2,88.6,13.5,7.6
2022-07-25,Chennai,65,10.0,23.3,15.5,6.0,0.58,38.5,24.7,92.2,12.5,7.8
2022-07-25,Kolkata,210,55.6,92.9,34.2,9.4,1.6,55.0,28.5,78.8,9.7,0.0
2022-07-25,Jaipur,155,45.7,82.1,5.7,13.1,1.1,42.9,25.4,80.7,10.8,0.0
2022-07-25,Lucknow,156,46.7,70.7,17.1,10.7,1.11,32.3,33.5,68.6,7.0,0.0
2022-07-25,Hyderabad,136,27.6,53.7,34.2,14.3,0.88,54.7,25.2,79.4,12.2,0.0
2022-07-25,Pune,64,10.0,6.2,15.2,5.2,0.92,43.2,28.3,79.5,11.9,2.3
2022-07-25,Ahmedabad,175,43.7,88.7,19.2,8.8,1.67,40.0,26.7,77.5,11.2,0.0
2022-07-25,Visakhapatnam,61,10.0,23.6,13.2,5.4,0.42,44.1,26.9,100.0,12.8,2.2
2022-07-26,Delhi,78,12.3,14.7,10.5,5.2,0.98,72.5,26.1,90.3,11.1,4.1
2022-07-26,Mumbai,110,23.3,31.0,20.2,10.4,1.41,33.6,22.4,90.4,14.9,0.0
2022-07-26,Bangalore,70,16.2,31.5,15.7,2.8,0.3,35.1,33.3,83.3,13.8,6.5
2022-07-26,Chennai,103,21.0,40.9,26.1,7.1,0.91,30.0,37.7,77.8,12.5,0.0
2022-07-26,Kolkata,87,15.0,39.6,16.6,5.3,0.74,47.5,29.0,79.2,12.4,3.9
2022-07-26,Jaipur,79,14.4,24.0,27.1,7.5,0.41,39.7,27.8,84.2,9.3,2.9
2022-07-26,Lucknow,175,51.9,90.5,37.9,7.9,0.3,40.3,23.3,83.5,10.7,0.1
2022-07-26,Hyderabad,75,10.0,23.6,20.0,5.6,0.71,53.7,24.3,82.9,10.9,7.9
2022-07-26,Pune,123,19.8,36.0,34.1,6.5,1.65,40.0,28.6,100.0,14.2,0.0
2022-07-26,Ahmedabad,150,37.7,69.9,31.1,14.2,0.8,38.4,28.4,84.1,11.9,0.0
2022-07-26,Visakhapatnam,126,23.0,31.1,41.7,11.3,1.41,31.9,30.4,80.4,12.7,0.0
2022-07-27,Delhi,110,30.0,46.7,23.2,6.4,0.52,32.5,28.4,85.6,10.8,6.2
2022-07-27,Mumbai,75,10.0,7.6,12.7,7.2,1.15,66.6,29.6,67.7,11.8,0.0
2022-07-27,Bangalore,68,10.0,10.2,17.5,6.4,0.96,40.4,27.1,88.8,10.2,7.3
2022-07-27,Chennai,110,16.9,31.4,18.4,13.0,1.55,55.9,36.0,74.9,11.9,0.0
2022-07-27,Kolkata,131,29.1,63.6,23.7,7.6,0.92,50.4,30.5,89.4,11.0,2.4
2022-07-27,Jaipur,96,22.0,38.0,13.7,4.6,0.66,60.8,29.5,75.2,11.5,4.2
2022-07-27,Lucknow,93,21.4,41.3,15.9,5.2,0.63,44.4,30.9,85.5,9.1,2.3
2022-07-27,Hyderabad,126,16.9,17.1,37.8,14.0,2.0,51.5,21.3,84.6,11.6,0.0
2022-07-27,Pune,61,10.0,1.6,18.7,7.6,0.8,34.9,27.8,88.4,14.2,0.0
2022-07-27,Ahmedabad,96,18.3,36.6,18.9,3.2,0.97,48.0,27.9,79.4,10.6,3.5
2022-07-27,Visakhapatnam,92,13.2,35.2,11.8,10.7,1.65,25.2,28.8,78.2,12.3,0.0
2022-07-28,Delhi,86,13.8,15.2,37.9,10.9,0.52,40.0,29.2,90.6,11.8,0.0
2022-07-28,Mumbai,57,12.7,8.6,14.1,4.3,0.48,37.2,22.6,100.0,11.8,7.8
2022-07-28,Bangalore,71,10.0,22.9,12.7,4.7,0.96,45.5,29.7,94.3,10.8,7.3
2022-07-28,Chennai,92,13.2,39.2,24.9,14.5,0.6,45.1,23.8,93.2,11.3,0.0
2022-07-28,Kolkata,86,23.2,47.5,7.8,3.4,0.64,24.4,31.5,96.3,10.7,7.1
2022-07-28,Jaipur,98,19.9,30.2,19.9,3.1,1.22,37.8,30.0,78.7,14.0,7.0
2022-07-28,Lucknow,90,28.2,35.1,13.5,6.3,0.67,11.5,22.8,97.7,11.3,6.2
2022-07-28,Hyderabad,46,10.0,10.9,11.4,2.8,0.65,10.0,31.3,84.6,15.9,2.9
2022-07-28,Pune,73,13.2,16.4,14.2,6.4,0.7,55.2,23.7,88.2,10.0,3.2
2022-07-28,Ahmedabad,69,10.8,31.3,18.6,4.4,0.86,10.0,21.5,90.5,13.4,3.0
2022-07-28,Visakhapatnam,149,24.7,38.6,37.9,12.2,2.15,44.2,29.9,78.4,10.4,0.0
2022-07-29,Delhi,82,17.0,30.8,23.9,5.1,0.39,41.8,23.2,88.7,12.3,5.4
2022-07-29,Mumbai,119,24.8,42.2,31.5,8.4,1.23,23.5,26.8,92.3,10.8,0.0
2022-07-29,Bangalore,55,10.0,32.2,5.0,2.0,0.53,27.6,30.1,90.7,15.3,4.6
2022-07-29,Chennai,67,10.0,5.6,16.1,5.8,1.13,39.3,31.2,80.1,12.0,3.3
2022-07-29,Kolkata,60,10.0,16.7,8.9,4.1,0.3,74.5,32.2,95.6,15.9,2.6
2022-07-29,Jaipur,75,14.4,25.9,17.4,2.0,0.73,37.6,28.1,82.4,11.7,3.0
2022-07-29,Lucknow,126,24.0,58.6,26.4,6.4,1.13,47.7,28.5,84.4,10.9,1.9
2022-07-29,Hyderabad,70,10.0,23.0,16.6,5.6,0.53,58.3,27.8,70.2,13.5,4.4
2022-07-29,Pune,65,13.9,16.4,10.2,7.2,0.64,40.5,27.3,86.6,12.5,3.0
2022-07-29,Ahmedabad,141,30.4,50.4,28.7,9.4,1.53,40.8,29.2,91.8,12.2,0.0
2022-07-29,Visakhapatnam,128,23.1,40.2,30.3,11.3,1.92,17.6,27.2,95.5,9.9,0.0
2022-07-30,Delhi,232,67.6,112.0,37.5,5.4,1.48,42.0,29.8,96.7,10.5,0.0
2022-07-30,Mumbai,133,28.3,48.5,18.6,8.7,1.87,34.5,28.1,92.5,12.8,0.5
